"","BFS","J_0_6","J_7_15","J_16_19","J_20_24","J_25_44","J_45_64","J_65_79","J_80P","MANN","FRAU","SCHWEIZ","AUSLAND","STICHTAG","TOT","GKODE_HEKTARMP","GKODN_HEKTARMP"
"18863",157,1,0,0,0,6,7,14,0,15,13,27,1,2018-03-31,28,2697550,1235750
"18864",152,4,8,3,1,4,11,2,0,17,16,20,13,2018-03-31,33,2689050,1238150
"18865",296,5,6,1,3,25,24,22,10,48,48,68,28,2018-03-31,96,2694650,1254050
"18866",230,2,5,3,0,19,16,6,7,26,32,41,17,2018-03-31,58,2697750,1261850
"18867",2,10,13,4,5,29,20,15,5,47,54,66,35,2018-03-31,101,2676950,1237150
"18868",137,1,4,1,2,4,9,3,2,14,12,25,1,2018-03-31,26,2685650,1236850
"18869",261,10,9,5,4,79,30,12,8,81,76,70,87,2018-03-31,157,2683850,1251150
"18870",230,17,22,9,12,64,16,0,1,71,70,98,43,2018-03-31,141,2700250,1262350
"18871",261,2,4,3,5,22,16,7,1,31,29,50,10,2018-03-31,60,2683950,1249150
"18872",230,2,2,2,3,9,11,8,3,17,23,32,8,2018-03-31,40,2699450,1263150
"18873",94,4,34,2,0,24,16,0,0,36,44,70,10,2018-03-31,80,2671350,1256450
"18874",192,3,2,3,0,13,16,6,2,24,21,30,15,2018-03-31,45,2694950,1239350
"18875",230,12,9,2,7,31,31,16,4,50,62,98,14,2018-03-31,112,2695050,1262550
"18876",294,0,2,2,1,10,22,7,2,23,23,35,11,2018-03-31,46,2707550,1261950
"18877",52,11,15,10,12,63,58,26,9,102,102,100,104,2018-03-31,204,2689350,1255150
"18878",112,2,4,1,8,18,15,2,4,30,24,31,23,2018-03-31,54,2703150,1234950
"18879",261,6,2,3,11,46,29,9,6,62,50,55,57,2018-03-31,112,2686650,1250650
"18880",230,4,5,4,10,69,31,16,2,65,76,93,48,2018-03-31,141,2699450,1260350
"18881",198,14,15,2,6,44,44,15,5,69,76,64,81,2018-03-31,145,2696150,1245650
"18882",230,1,5,1,0,28,16,6,5,30,32,39,23,2018-03-31,62,2696450,1262450
"18883",230,10,4,2,15,80,27,15,9,70,92,131,31,2018-03-31,162,2696450,1262150
"18884",92,3,2,2,8,24,18,7,0,32,32,32,32,2018-03-31,64,2681950,1259450
"18885",97,8,2,6,3,16,13,5,2,29,26,35,20,2018-03-31,55,2682050,1256550
"18886",142,0,7,3,2,14,25,4,0,27,28,51,4,2018-03-31,55,2692650,1231250
"18887",141,0,3,0,0,1,6,8,1,10,9,18,1,2018-03-31,19,2684350,1239250
"18888",224,3,3,2,1,8,8,4,0,15,14,28,1,2018-03-31,29,2690350,1263050
"18889",261,5,7,4,4,33,19,22,8,43,59,77,25,2018-03-31,102,2687450,1246050
"18890",173,12,12,8,3,34,33,7,2,52,59,100,11,2018-03-31,111,2704650,1246250
"18891",121,6,1,6,5,17,32,10,0,36,41,67,10,2018-03-31,77,2701650,1242350
"18892",230,12,8,3,4,27,20,11,0,47,38,27,58,2018-03-31,85,2695150,1258950
"18893",96,0,0,0,0,4,6,3,0,8,5,1,12,2018-03-31,13,2678350,1255350
"18894",178,0,2,1,3,12,22,8,2,28,22,44,6,2018-03-31,50,2700850,1250050
"18895",261,3,5,1,8,74,52,15,79,102,135,167,70,2018-03-31,237,2682350,1247350
"18896",261,1,0,1,2,48,18,4,0,43,31,55,19,2018-03-31,74,2682250,1248350
"18897",157,11,11,1,0,28,13,10,0,36,38,48,26,2018-03-31,74,2697450,1235850
"18898",230,7,3,2,7,25,22,7,5,32,46,57,21,2018-03-31,78,2699350,1263550
"18899",261,13,23,6,17,70,32,14,2,87,90,112,65,2018-03-31,177,2682750,1251150
"18900",121,6,16,5,8,41,30,21,10,65,72,76,61,2018-03-31,137,2703450,1243050
"18901",199,1,5,6,5,21,21,9,1,37,32,53,16,2018-03-31,69,2692550,1248950
"18902",156,3,0,0,0,4,1,8,4,8,12,19,1,2018-03-31,20,2692550,1236050
"18903",191,2,0,1,4,4,5,8,5,15,14,29,0,2018-03-31,29,2687450,1248250
"18904",228,5,5,0,0,15,22,23,2,37,35,46,26,2018-03-31,72,2705750,1255650
"18905",172,4,7,4,4,16,37,21,6,45,54,89,10,2018-03-31,99,2699550,1249250
"18906",161,4,3,2,2,8,17,9,4,25,24,36,13,2018-03-31,49,2685550,1243550
"18907",261,10,2,1,3,36,9,2,4,37,30,51,16,2018-03-31,67,2681550,1250050
"18908",91,1,6,4,2,7,14,4,0,18,20,36,2,2018-03-31,38,2670550,1262050
"18909",102,2,3,0,4,6,4,0,0,10,9,10,9,2018-03-31,19,2674750,1268250
"18910",261,12,11,2,4,161,66,8,2,138,128,175,91,2018-03-31,266,2682050,1248250
"18911",247,2,2,1,4,8,8,10,8,20,23,39,4,2018-03-31,43,2675850,1250850
"18912",191,5,1,1,4,23,19,12,3,32,36,42,26,2018-03-31,68,2689850,1250050
"18913",296,0,5,4,4,11,11,11,1,21,26,30,17,2018-03-31,47,2694750,1253950
"18914",85,3,9,1,0,5,12,4,0,16,18,21,13,2018-03-31,34,2673050,1255750
"18915",56,0,0,0,4,10,19,3,0,29,7,12,24,2018-03-31,36,2686550,1264350
"18916",172,1,2,4,2,12,24,3,2,31,19,30,20,2018-03-31,50,2699250,1249250
"18917",296,7,2,0,7,52,8,0,0,42,34,46,30,2018-03-31,76,2696750,1252050
"18918",152,4,1,0,2,15,21,10,7,32,28,43,17,2018-03-31,60,2688350,1238250
"18919",142,4,3,2,0,10,16,9,1,22,23,33,12,2018-03-31,45,2692450,1232550
"18920",24,0,2,0,0,5,15,4,0,11,15,26,0,2018-03-31,26,2688650,1268250
"18921",261,15,23,7,27,57,50,12,5,106,90,107,89,2018-03-31,196,2678050,1248950
"18922",244,4,10,3,3,28,22,13,4,46,41,71,16,2018-03-31,87,2673250,1253150
"18923",2,1,3,2,1,9,8,11,15,23,27,41,9,2018-03-31,50,2676650,1236450
"18924",67,4,7,3,3,17,21,12,2,32,37,65,4,2018-03-31,69,2682550,1274150
"18925",294,8,7,7,1,55,17,6,7,58,50,69,39,2018-03-31,108,2707450,1261350
"18926",137,2,2,2,1,7,14,6,1,15,20,29,6,2018-03-31,35,2686350,1236250
"18927",230,4,4,2,3,26,14,4,0,26,31,49,8,2018-03-31,57,2694150,1263150
"18928",261,15,40,4,4,39,43,10,4,89,70,132,27,2018-03-31,159,2681550,1243450
"18929",14,3,1,0,1,12,16,28,11,33,39,68,4,2018-03-31,72,2678250,1242450
"18930",261,3,4,7,1,12,23,14,0,29,35,57,7,2018-03-31,64,2685250,1245150
"18931",154,10,7,1,2,17,10,2,0,24,25,42,7,2018-03-31,49,2687750,1241050
"18932",172,6,17,4,3,25,26,5,2,42,46,77,11,2018-03-31,88,2699550,1249150
"18933",295,4,1,3,3,8,13,6,3,22,19,28,13,2018-03-31,41,2687650,1234350
"18934",9,5,6,2,4,23,48,29,7,63,61,93,31,2018-03-31,124,2677550,1233650
"18935",261,2,4,0,4,24,18,16,16,38,46,48,36,2018-03-31,84,2681250,1242250
"18936",261,1,1,1,1,56,22,4,3,52,37,42,47,2018-03-31,89,2684050,1252950
"18937",121,9,7,1,9,59,8,6,1,58,42,70,30,2018-03-31,100,2702650,1242950
"18938",136,9,8,4,6,29,35,9,5,54,51,62,43,2018-03-31,105,2683450,1237850
"18939",3,7,14,2,6,31,32,12,3,55,52,93,14,2018-03-31,107,2678050,1242350
"18940",195,3,5,1,2,9,12,8,0,20,20,36,4,2018-03-31,40,2691650,1242950
"18941",199,2,2,1,1,13,12,13,1,22,23,44,1,2018-03-31,45,2696550,1249150
"18942",141,4,8,0,2,20,25,9,5,32,41,55,18,2018-03-31,73,2685250,1238250
"18943",261,3,5,2,8,60,32,6,4,68,52,48,72,2018-03-31,120,2685250,1244750
"18944",40,2,3,1,0,5,8,2,0,10,11,17,4,2018-03-31,21,2694150,1277250
"18945",230,8,9,3,6,51,18,15,2,58,54,75,37,2018-03-31,112,2700150,1262750
"18946",261,16,13,3,4,88,42,15,4,88,97,114,71,2018-03-31,185,2682350,1244850
"18947",224,5,9,4,6,28,19,17,3,44,47,58,33,2018-03-31,91,2690950,1263450
"18948",97,14,8,6,3,52,23,11,2,62,57,87,32,2018-03-31,119,2682250,1255750
"18949",69,3,8,3,1,8,16,4,1,21,23,38,6,2018-03-31,44,2686450,1252850
"18950",243,7,15,5,11,45,28,15,2,70,58,51,77,2018-03-31,128,2672050,1250650
"18951",248,0,0,3,2,4,10,2,1,11,11,21,1,2018-03-31,22,2676850,1247250
"18952",154,0,3,0,0,5,5,0,2,8,7,10,5,2018-03-31,15,2689850,1241350
"18953",243,7,11,2,6,30,38,42,22,79,79,111,47,2018-03-31,158,2672550,1251150
"18954",261,10,10,4,0,22,18,9,4,40,37,43,34,2018-03-31,77,2682350,1251450
"18955",97,10,15,2,7,41,26,14,14,71,58,92,37,2018-03-31,129,2682650,1256150
"18956",32,4,3,0,2,8,5,2,0,10,14,23,1,2018-03-31,24,2692650,1270150
"18957",191,7,5,2,6,55,35,1,1,59,53,73,39,2018-03-31,112,2689850,1251350
"18958",139,9,4,1,4,19,19,5,6,26,41,36,31,2018-03-31,67,2684050,1240850
"18959",177,8,7,2,4,33,28,12,3,47,50,70,27,2018-03-31,97,2701950,1246650
"18960",230,1,6,2,3,8,17,2,0,23,16,37,2,2018-03-31,39,2693750,1262450
"18961",261,7,10,3,9,79,42,18,8,99,77,100,76,2018-03-31,176,2680850,1247050
"18962",261,5,4,9,8,37,30,15,7,61,54,72,43,2018-03-31,115,2678450,1248950
"18963",247,0,1,2,1,3,12,5,3,14,13,20,7,2018-03-31,27,2676550,1250050
"18964",66,5,2,0,1,99,5,2,0,62,52,47,67,2018-03-31,114,2684550,1252950
"18965",136,1,4,0,0,2,12,7,8,16,18,33,1,2018-03-31,34,2682650,1237850
"18966",261,6,16,5,5,39,35,19,6,61,70,121,10,2018-03-31,131,2682250,1249950
"18967",154,2,2,0,1,2,9,0,1,7,10,11,6,2018-03-31,17,2686350,1242050
"18968",11,0,0,0,0,0,6,10,4,10,10,19,1,2018-03-31,20,2672850,1237050
"18969",36,1,8,1,1,2,8,9,0,14,16,30,0,2018-03-31,30,2702150,1276550
"18970",261,15,7,5,11,101,26,4,1,100,70,60,110,2018-03-31,170,2682350,1250150
"18971",12,2,1,1,1,9,6,3,0,13,10,20,3,2018-03-31,23,2679950,1232750
"18972",154,0,0,0,1,2,6,26,71,30,76,96,10,2018-03-31,106,2688050,1243050
"18973",118,0,3,0,1,13,16,7,1,18,23,30,11,2018-03-31,41,2706750,1235250
"18974",261,11,29,10,17,34,31,8,4,69,75,75,69,2018-03-31,144,2681350,1243150
"18975",156,2,7,2,1,15,18,19,6,34,36,52,18,2018-03-31,70,2689450,1237450
"18976",199,4,3,3,1,15,14,16,3,30,29,50,9,2018-03-31,59,2693850,1250150
"18977",246,0,6,1,2,11,19,7,1,25,22,39,8,2018-03-31,47,2672350,1253650
"18978",153,2,0,2,1,7,8,6,1,16,11,27,0,2018-03-31,27,2701550,1234850
"18979",154,1,0,0,2,7,3,4,0,9,8,9,8,2018-03-31,17,2686450,1241650
"18980",152,0,1,2,7,3,12,4,0,14,15,20,9,2018-03-31,29,2688550,1238550
"18981",250,5,13,2,6,13,39,16,0,45,49,91,3,2018-03-31,94,2674450,1248150
"18982",228,3,1,3,6,10,11,7,0,22,19,31,10,2018-03-31,41,2708550,1254750
"18983",261,3,1,2,1,19,26,11,4,33,34,47,20,2018-03-31,67,2686050,1245950
"18984",249,2,0,0,0,5,6,1,3,8,9,15,2,2018-03-31,17,2676650,1252050
"18985",65,4,2,1,3,16,15,2,0,23,20,41,2,2018-03-31,43,2688850,1260250
"18986",230,7,8,2,7,40,28,13,11,62,54,86,30,2018-03-31,116,2698650,1260850
"18987",86,0,1,1,2,1,7,2,2,8,8,16,0,2018-03-31,16,2676850,1259450
"18988",72,2,0,4,5,12,20,11,1,24,31,46,9,2018-03-31,55,2684650,1259750
"18989",91,0,10,9,4,4,16,2,0,23,22,40,5,2018-03-31,45,2670350,1261850
"18990",249,1,0,0,1,18,9,0,3,19,13,27,5,2018-03-31,32,2676750,1251450
"18991",29,2,0,1,2,2,3,2,0,6,6,11,1,2018-03-31,12,2689550,1282350
"18992",62,8,29,1,5,28,25,9,5,55,55,85,25,2018-03-31,110,2686650,1255450
"18993",194,7,6,2,4,8,6,1,0,19,15,15,19,2018-03-31,34,2693850,1246750
"18994",261,3,2,2,3,44,17,15,2,44,44,55,33,2018-03-31,88,2682950,1243550
"18995",87,0,1,2,2,8,19,6,0,17,21,35,3,2018-03-31,38,2671650,1255550
"18996",245,2,5,2,3,16,11,14,16,31,38,45,24,2018-03-31,69,2676750,1251550
"18997",158,0,2,1,3,4,8,2,4,15,9,22,2,2018-03-31,24,2697450,1233150
"18998",261,5,5,3,2,25,28,19,1,40,48,79,9,2018-03-31,88,2680450,1250250
"18999",261,10,14,4,1,26,22,15,2,43,51,65,29,2018-03-31,94,2686950,1245850
"19000",261,30,18,8,9,46,34,9,1,74,81,138,17,2018-03-31,155,2682150,1243650
"19001",261,5,4,1,0,17,20,10,4,27,34,47,14,2018-03-31,61,2684950,1245050
"19002",85,1,0,2,1,2,6,14,2,16,12,27,1,2018-03-31,28,2673250,1255250
"19003",53,0,0,0,0,6,9,0,5,14,6,13,7,2018-03-31,20,2681950,1262950
"19004",230,2,9,0,3,10,31,8,1,30,34,60,4,2018-03-31,64,2697850,1260850
"19005",159,1,2,2,1,4,6,5,2,11,12,21,2,2018-03-31,23,2694450,1236550
"19006",261,3,1,1,3,20,16,8,1,25,28,39,14,2018-03-31,53,2684250,1245450
"19007",198,0,5,1,0,15,9,16,3,23,26,46,3,2018-03-31,49,2697750,1245150
"19008",139,1,2,2,4,19,18,5,1,27,25,40,12,2018-03-31,52,2684250,1240650
"19009",261,7,2,0,0,19,32,6,7,37,36,53,20,2018-03-31,73,2682850,1246650
"19010",156,3,3,1,1,11,1,0,0,10,10,13,7,2018-03-31,20,2692450,1236850
"19011",141,7,3,5,2,15,13,9,4,29,29,53,5,2018-03-31,58,2685650,1238050
"19012",230,9,3,0,3,23,12,9,4,32,31,59,4,2018-03-31,63,2698550,1262250
"19013",135,0,0,0,1,11,10,10,1,13,20,24,9,2018-03-31,33,2684250,1241550
"19014",66,18,22,6,16,73,28,7,2,91,81,60,112,2018-03-31,172,2685050,1254150
"19015",60,0,2,1,2,2,20,7,0,17,17,26,8,2018-03-31,34,2679650,1261950
"19016",69,9,2,3,3,28,25,13,4,45,42,56,31,2018-03-31,87,2687550,1251950
"19017",131,2,4,2,1,14,10,3,0,21,15,19,17,2018-03-31,36,2682250,1240950
"19018",139,8,8,3,2,10,25,9,1,35,31,47,19,2018-03-31,66,2683850,1240250
"19019",198,1,3,0,1,20,24,9,0,30,28,35,23,2018-03-31,58,2695450,1244550
"19020",53,3,4,1,2,10,10,18,26,31,43,73,1,2018-03-31,74,2683550,1264150
"19021",230,3,2,1,2,6,10,8,5,19,18,36,1,2018-03-31,37,2694150,1263750
"19022",42,2,4,3,4,12,15,3,0,24,19,31,12,2018-03-31,43,2701650,1277050
"19023",241,0,3,2,0,3,13,4,1,11,15,22,4,2018-03-31,26,2675750,1243250
"19024",69,7,6,1,0,16,16,6,1,23,30,37,16,2018-03-31,53,2687450,1252350
"19025",261,13,32,9,6,48,47,23,2,91,89,132,48,2018-03-31,180,2680050,1252650
"19026",230,2,4,0,0,9,6,2,0,12,11,21,2,2018-03-31,23,2697350,1260650
"19027",213,4,6,1,3,15,16,2,0,22,25,42,5,2018-03-31,47,2693150,1258350
"19028",261,2,0,1,1,14,6,3,2,15,14,17,12,2018-03-31,29,2687150,1250650
"19029",244,1,4,0,3,6,11,4,4,16,17,31,2,2018-03-31,33,2673450,1253250
"19030",3,15,17,4,9,45,50,18,1,66,93,141,18,2018-03-31,159,2678150,1242350
"19031",141,1,5,0,0,3,4,4,2,8,11,16,3,2018-03-31,19,2684550,1239550
"19032",55,6,4,0,3,16,35,11,0,36,39,62,13,2018-03-31,75,2680950,1270250
"19033",161,5,7,4,1,7,20,3,1,23,25,37,11,2018-03-31,48,2686450,1244750
"19034",223,0,0,0,1,3,4,3,0,5,6,10,1,2018-03-31,11,2690550,1265050
"19035",261,2,4,2,0,2,10,4,0,10,14,18,6,2018-03-31,24,2686850,1245550
"19036",161,6,7,8,5,17,28,13,10,46,48,82,12,2018-03-31,94,2687550,1244150
"19037",34,4,4,1,2,24,10,19,3,32,35,52,15,2018-03-31,67,2689950,1280550
"19038",4,1,0,1,1,6,9,6,1,13,12,22,3,2018-03-31,25,2682850,1233050
"19039",261,2,4,2,1,14,8,5,1,16,21,32,5,2018-03-31,37,2682250,1250250
"19040",180,0,0,1,1,4,3,3,1,7,6,12,1,2018-03-31,13,2700750,1253850
"19041",121,0,5,0,1,10,20,6,4,23,23,21,25,2018-03-31,46,2702450,1242550
"19042",261,8,7,7,13,31,32,10,9,55,62,100,17,2018-03-31,117,2682150,1244750
"19043",200,7,10,2,4,34,33,19,0,57,52,82,27,2018-03-31,109,2689550,1253250
"19044",153,1,0,0,0,1,6,3,0,6,5,9,2,2018-03-31,11,2699650,1233950
"19045",216,1,0,1,0,3,2,8,0,7,8,14,1,2018-03-31,15,2698750,1268050
"19046",230,16,13,6,7,44,40,24,5,79,76,130,25,2018-03-31,155,2699650,1260350
"19047",227,5,4,2,3,28,10,22,5,39,40,60,19,2018-03-31,79,2697450,1265650
"19048",2,0,0,0,0,1,1,4,40,17,29,45,1,2018-03-31,46,2676050,1236450
"19049",96,4,5,3,9,27,20,4,0,45,27,49,23,2018-03-31,72,2678650,1255150
"19050",64,2,0,0,1,4,10,2,0,10,9,16,3,2018-03-31,19,2692050,1257350
"19051",14,0,4,0,1,3,5,5,0,10,8,17,1,2018-03-31,18,2678150,1244150
"19052",295,5,4,1,2,28,13,3,0,32,24,20,36,2018-03-31,56,2688850,1234450
"19053",230,7,15,1,0,13,14,2,0,24,28,49,3,2018-03-31,52,2700950,1258050
"19054",51,6,7,3,6,29,24,7,3,41,44,64,21,2018-03-31,85,2683250,1261950
"19055",261,1,2,1,5,7,11,4,3,19,15,20,14,2018-03-31,34,2682450,1251450
"19056",153,0,0,1,0,3,7,3,2,8,8,16,0,2018-03-31,16,2700750,1233250
"19057",142,1,2,3,5,8,18,11,5,21,32,48,5,2018-03-31,53,2692450,1231450
"19058",11,0,2,0,2,3,9,14,1,16,15,28,3,2018-03-31,31,2673550,1236750
"19059",230,6,12,5,5,43,26,6,7,46,64,101,9,2018-03-31,110,2697050,1262850
"19060",57,6,8,2,3,23,16,12,4,38,36,52,22,2018-03-31,74,2685950,1265750
"19061",173,1,4,2,2,9,10,4,1,19,14,32,1,2018-03-31,33,2704850,1247150
"19062",117,2,4,0,3,7,2,2,0,13,7,20,0,2018-03-31,20,2706650,1240350
"19063",64,3,4,0,0,4,3,7,2,10,13,22,1,2018-03-31,23,2690650,1257250
"19064",250,2,2,0,0,6,10,8,3,15,16,31,0,2018-03-31,31,2675050,1249150
"19065",294,3,2,2,0,9,9,4,1,14,16,23,7,2018-03-31,30,2704950,1261550
"19066",177,5,3,1,2,20,12,5,4,28,24,25,27,2018-03-31,52,2701250,1247250
"19067",59,2,5,1,0,3,9,4,0,12,12,20,4,2018-03-31,24,2681050,1264550
"19068",69,4,7,5,3,11,14,4,2,27,23,39,11,2018-03-31,50,2687950,1252050
"19069",192,1,0,0,0,4,10,8,1,13,11,20,4,2018-03-31,24,2696550,1237850
"19070",83,6,12,3,3,32,13,1,0,40,30,44,26,2018-03-31,70,2675750,1256650
"19071",295,3,0,0,2,33,11,1,0,29,21,25,25,2018-03-31,50,2686950,1234950
"19072",11,2,2,1,0,2,13,7,0,12,15,27,0,2018-03-31,27,2673650,1236850
"19073",297,4,2,1,1,7,9,1,0,11,14,25,0,2018-03-31,25,2712850,1249050
"19074",261,5,5,2,2,71,55,20,1,80,81,88,73,2018-03-31,161,2684150,1246250
"19075",177,2,1,1,0,11,7,8,1,16,15,30,1,2018-03-31,31,2702950,1246650
"19076",61,0,2,1,4,4,5,0,1,9,8,16,1,2018-03-31,17,2679450,1272350
"19077",180,2,3,1,2,11,16,8,5,26,22,42,6,2018-03-31,48,2699850,1254350
"19078",242,1,4,2,2,25,17,7,2,34,26,27,33,2018-03-31,60,2677250,1245050
"19079",295,0,2,1,1,16,18,8,0,20,26,40,6,2018-03-31,46,2689350,1234150
"19080",195,6,4,6,4,18,15,6,10,32,37,55,14,2018-03-31,69,2691750,1242650
"19081",261,0,0,2,3,33,14,3,3,25,33,32,26,2018-03-31,58,2684250,1246750
"19082",118,1,2,3,3,21,13,5,1,28,21,30,19,2018-03-31,49,2707250,1234450
"19083",261,5,1,0,2,8,7,12,2,16,21,31,6,2018-03-31,37,2682850,1243150
"19084",115,3,5,0,0,7,4,11,3,16,17,32,1,2018-03-31,33,2699650,1240150
"19085",211,0,2,0,6,3,7,3,2,9,14,22,1,2018-03-31,23,2702650,1269550
"19086",115,0,2,1,4,6,2,0,0,10,5,12,3,2018-03-31,15,2701150,1238950
"19087",261,7,14,10,7,22,33,13,14,59,61,89,31,2018-03-31,120,2678150,1249550
"19088",81,6,3,0,0,7,6,5,0,13,14,18,9,2018-03-31,27,2675350,1264250
"19089",261,8,14,1,7,23,8,2,0,33,30,55,8,2018-03-31,63,2682950,1253450
"19090",97,12,15,8,5,37,46,11,1,68,67,88,47,2018-03-31,135,2682250,1255550
"19091",295,8,3,2,1,21,10,2,2,23,26,33,16,2018-03-31,49,2687250,1234650
"19092",251,2,2,0,3,5,5,11,3,14,17,27,4,2018-03-31,31,2674950,1252550
"19093",2,4,11,4,6,27,19,3,1,39,36,52,23,2018-03-31,75,2677050,1237150
"19094",58,0,5,0,0,5,3,0,0,7,6,4,9,2018-03-31,13,2677450,1269250
"19095",251,2,2,0,2,3,3,6,1,9,10,19,0,2018-03-31,19,2674550,1252550
"19096",101,2,0,1,3,11,3,3,3,12,14,15,11,2018-03-31,26,2676150,1260850
"19097",54,9,6,5,6,33,40,26,4,65,64,105,24,2018-03-31,129,2688550,1253250
"19098",154,1,2,0,2,3,8,3,0,10,9,11,8,2018-03-31,19,2688150,1242850
"19099",58,3,0,0,0,10,4,2,0,11,8,18,1,2018-03-31,19,2680950,1266850
"19100",223,0,5,3,4,3,8,7,0,14,16,30,0,2018-03-31,30,2692550,1264950
"19101",33,0,0,1,5,6,7,4,0,8,15,21,2,2018-03-31,23,2693150,1275450
"19102",296,2,1,0,0,4,3,6,1,9,8,16,1,2018-03-31,17,2696650,1251550
"19103",227,2,2,1,0,5,7,2,0,9,10,19,0,2018-03-31,19,2695950,1264950
"19104",231,1,3,2,4,9,15,8,7,24,25,38,11,2018-03-31,49,2700750,1257150
"19105",155,0,14,6,2,3,18,4,2,24,25,46,3,2018-03-31,49,2694750,1235150
"19106",95,0,1,0,0,2,8,3,0,6,8,13,1,2018-03-31,14,2675150,1259650
"19107",66,12,3,3,3,32,15,6,1,38,37,52,23,2018-03-31,75,2685750,1253850
"19108",230,1,6,3,7,8,20,6,1,22,30,43,9,2018-03-31,52,2699050,1263350
"19109",221,0,3,0,1,1,7,2,0,9,5,13,1,2018-03-31,14,2695850,1267050
"19110",135,2,5,0,4,10,11,0,3,17,18,18,17,2018-03-31,35,2683750,1241150
"19111",296,0,0,0,2,2,9,3,3,7,12,18,1,2018-03-31,19,2697450,1251350
"19112",90,4,3,0,0,8,12,3,0,14,16,30,0,2018-03-31,30,2679050,1258650
"19113",193,1,2,1,0,2,7,5,5,10,13,17,6,2018-03-31,23,2690850,1246050
"19114",3,2,3,1,4,3,7,0,0,12,8,20,0,2018-03-31,20,2678450,1241350
"19115",181,4,9,2,4,21,25,12,0,40,37,62,15,2018-03-31,77,2706250,1253550
"19116",9,6,6,2,1,13,17,2,1,28,20,44,4,2018-03-31,48,2679550,1234150
"19117",261,10,6,2,2,20,17,2,3,27,35,43,19,2018-03-31,62,2682350,1246150
"19118",153,0,0,1,7,8,11,1,0,18,10,12,16,2018-03-31,28,2700250,1234550
"19119",198,13,18,5,4,25,38,10,4,58,59,100,17,2018-03-31,117,2695050,1244950
"19120",261,0,1,3,7,32,23,8,3,45,32,41,36,2018-03-31,77,2682350,1244550
"19121",63,1,6,2,0,4,12,0,0,12,13,24,1,2018-03-31,25,2686950,1260750
"19122",120,2,2,0,0,5,4,0,0,6,7,8,5,2018-03-31,13,2710150,1237050
"19123",230,0,6,2,1,11,21,8,0,21,28,45,4,2018-03-31,49,2696450,1260750
"19124",154,2,5,0,3,6,6,2,1,13,12,15,10,2018-03-31,25,2686450,1242550
"19125",191,1,1,4,2,3,6,1,2,10,10,18,2,2018-03-31,20,2688450,1251250
"19126",261,8,12,5,2,38,37,22,5,62,67,108,21,2018-03-31,129,2685050,1246750
"19127",296,4,12,1,5,21,19,11,1,38,36,63,11,2018-03-31,74,2694550,1253850
"19128",198,0,1,3,1,3,6,0,1,8,7,14,1,2018-03-31,15,2695050,1247050
"19129",54,2,0,0,0,6,6,4,7,11,14,24,1,2018-03-31,25,2688850,1253850
"19130",251,0,4,2,0,3,12,1,2,14,10,20,4,2018-03-31,24,2674950,1252650
"19131",113,2,0,1,0,8,2,8,2,14,9,22,1,2018-03-31,23,2706950,1236350
"19132",67,0,2,0,0,5,4,4,1,9,7,16,0,2018-03-31,16,2682650,1274750
"19133",261,8,2,1,6,29,24,17,4,41,50,55,36,2018-03-31,91,2683750,1252550
"19134",228,4,2,1,5,3,12,2,0,15,14,28,1,2018-03-31,29,2706050,1255850
"19135",230,4,3,0,0,6,6,11,1,17,14,30,1,2018-03-31,31,2700550,1260450
"19136",142,5,2,0,0,13,7,0,0,13,14,17,10,2018-03-31,27,2694350,1231050
"19137",113,3,3,1,1,11,9,1,0,15,14,17,12,2018-03-31,29,2707050,1235750
"19138",295,0,4,0,0,4,7,0,1,10,6,8,8,2018-03-31,16,2688950,1234550
"19139",68,2,2,0,0,7,3,1,1,5,11,14,2,2018-03-31,16,2685850,1264850
"19140",261,7,10,6,0,27,16,3,2,35,36,58,13,2018-03-31,71,2685950,1244850
"19141",136,2,4,1,2,6,18,6,1,25,15,40,0,2018-03-31,40,2682650,1237550
"19142",156,4,0,0,0,6,4,3,0,8,9,12,5,2018-03-31,17,2692950,1235950
"19143",227,2,1,3,2,2,8,0,0,9,9,18,0,2018-03-31,18,2698250,1265550
"19144",261,0,0,1,0,3,4,2,2,4,8,8,4,2018-03-31,12,2678850,1251950
"19145",172,5,7,2,3,8,13,7,0,23,22,35,10,2018-03-31,45,2699150,1249550
"19146",161,0,7,0,3,3,9,7,6,14,21,22,13,2018-03-31,35,2685950,1243350
"19147",261,2,5,0,3,13,19,9,2,27,26,37,16,2018-03-31,53,2687050,1245750
"19148",261,4,2,0,1,4,9,1,1,10,12,14,8,2018-03-31,22,2682950,1248850
"19149",121,3,6,0,0,12,12,8,3,21,23,43,1,2018-03-31,44,2701850,1243350
"19150",115,2,2,1,1,4,6,0,1,9,8,17,0,2018-03-31,17,2703350,1238950
"19151",176,0,8,2,5,8,17,2,0,21,21,40,2,2018-03-31,42,2693250,1253950
"19152",14,0,2,0,2,1,6,7,2,8,12,12,8,2018-03-31,20,2678550,1242950
"19153",10,9,4,1,4,36,19,2,0,42,33,47,28,2018-03-31,75,2673950,1235050
"19154",111,2,6,2,1,8,8,1,2,16,14,30,0,2018-03-31,30,2706350,1244250
"19155",112,1,1,0,0,5,6,1,1,9,6,12,3,2018-03-31,15,2704050,1237250
"19156",154,1,7,1,1,3,9,5,2,17,12,18,11,2018-03-31,29,2686750,1241750
"19157",14,8,10,5,4,25,18,4,0,36,38,45,29,2018-03-31,74,2678150,1243850
